anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",Unknown,だぁ! だぁ! だぁ!,"u is an 8th grade girl, whose parents have been hired by NASA. They take off to America leaving Miyu with Mr. Saionji. Later, Mr. Saionji decides to go on a 1 year long trip to India leaving Miyu alone with his son, Kanata. More complications rise when an Alien baby and his babysitter pet crashes/lands in their house. To make things worse, alien baby starts calling Miyu and Kanata Mom and Dad, also showing ESP power and floating around. (Source: ANN)",TV,78,"Mar 28, 2000 to Feb 26, 2002",Spring 2000,Unknown,Unknown,J.C.Staff,Manga,25 min. per ep.,G - All Ages,1152.0,3651,20155,262,1368,10846,1830,1509
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",Unknown,ダンドー,"Dandoh was playing a baseball game with friends Yuka and Kohei and hits a wild fly ball which crashes into the principal's potted plants. Rather than getting mad, the principal admires Dandoh's swing and introduces him to the world of golf. It's now an adventure in golf as Dandoh is under the watchful eye of a former pro-golfer. They enter a tournament together and play for a shot at the national championships. (Source: ANN)",TV,26,"Apr 3, 2004 to Sep 25, 2004",Spring 2004,"TV Tokyo, HoriPro",Bandai Entertainment,Tokyo Kids,Manga,24 min. per ep.,G - All Ages,4958.0,7451,3514,5,163,1873,168,288
235,Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed,名探偵コナン,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Detective Conan follows Shinichi who, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.",TV,Unknown,"Jan 8, 1996 to ?",Winter 1996,"Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan","Funimation, Crunchyroll",TMS Entertainment,Manga,25 min.,PG-13 - Teens 13 or older,349.0,580,252940,11827,116021,9,55211,36141
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",E's Otherwise,エスアザーワイズ,"Kai, who has powers different from the rest, together with his sickly sister Hikaru was protected by an organization called ASHURUM. Scouted by Eiji, Kai was delegated to the ASHURUM special force AESES and undergo intensive training. Whenever he was free, Kai visited Hikaru at the hospital belongs to the organization, but Hikaru's condition never improved. So, one year later, with amazing growth from the intensive training, Kai decides to escape from the organization. (Source: ANN)",TV,26,"Apr 1, 2003 to Sep 23, 2003",Spring 2003,Sotsu,ADV Films,Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5178.0,4193,14745,29,651,8175,837,1049
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",Eureka Seven,交響詩篇エウレカセブン,"In the backwater town of Bellforest lives a 14-year-old boy named Renton Thurston. He desires to leave his home behind and join the mercenary group known as Gekkostate, hoping to find some adventure to brighten up his mundane life. However, stuck between his grandfather's insistence to become a mechanic like him and the pressure of his deceased father's legacy, the only excitement Renton finds is in his pastime of riding the Trapar wave particles that are dispersed throughout the air, an activity akin to surfing. Everything changes when an unknown object crashes through Renton's garage, discovered to be a Light Finding Operation—a robot capable of riding the Trapar waves—specifically known as the Nirvash typeZERO. Its pilot is a young girl named Eureka, a member of the Gekkostate, who requests a tune-up for the Nirvash. Their meeting sparks the beginning of Renton's involvement with the Gekkostate as he takes off alongside Eureka as the co-pilot of the Nirvash.",TV,50,"Apr 17, 2005 to Apr 2, 2006",Spring 2005,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN","Funimation, Bandai Entertainment",Bones,Original,24 min. per ep.,PG-13 - Teens 13 or older,426.0,351,379048,9241,19890,190807,21434,17462
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",Flame of Recca,烈火の炎,"ost people think that ninjas are a thing of the past, but Rekka Hanabishi wishes otherwise. Although he comes from a family that makes fireworks, he likes to think of himself as a self-styled, modern-day ninja. Sounds like fun, right? Maybe not. Rekka ends up in lots of fights because he once made the bold announcement that if someone can defeat him, he will become their servant. Then one day, Rekka meets Yanagi Sakoshita, a gentle girl with the ability to heal any wound or injury. Their meeting sets off a chain of events, which culminate into a shocking discovery. Rekka is the last surviving member of a legendary ninja clan that was wiped out centuries ago. Even more astonishing than being an actual ninja, he also wields the power to control fire. What does this mean for Rekka? Who are these strange people after him and Yanagi? Find out in Rekka no Honoo !",TV,42,"Jul 19, 1997 to Jul 10, 1998",Summer 1997,Fuji TV,"VIZ Media, Discotek Media",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2072.0,2139,54580,273,2631,29742,2811,2913
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",Gankutsuou:The Count of Monte Cristo,巌窟王,"In the year 5053, French aristocrats Viscount Albert de Morcerf and Baron Franz d'Epinay attend the festival of Carnival on the moon city of Luna. While Franz is just looking to have fun, Albert is seeking something more to fill his life—but he finds more than he bargained for in The Count of Monte Cristo, a mysterious and charming self-made nobleman who meets his gaze during an opera performance. Through a few twists and turns, Albert befriends the Count and introduces him into French society. The Count, however, has more on his mind than just friendship; he plots to finally unleash his vengeance on those who wronged him years earlier. Gankutsuou follows Albert and the Count's intertwined destinies and the ultimate price paid for enacting revenge.",TV,24,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing","Funimation, Geneon Entertainment USA",Gonzo,Novel,24 min. per ep.,R - 17+ (violence & profanity),342.0,767,193810,3521,9615,68806,8838,6263
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",Genshiken,げんしけん,"Kanji Sasahara is an introverted college freshman just looking for a place to fit in. One day, he happens to stumble upon the club known as the Society for the Study of Modern Visual Culture—otherwise known as Genshiken—that serves to bring the full spectrum of otaku culture together. His first visit to the club, however, does not end well as Sasahara's pride is crushed by his senior, Harunobu Madarame, and he leaves the meeting in full denial of his otaku nature. However, after befriending club member Makoto Kousaka, who turns out to be a hardcore otaku despite his looks, Sasahara becomes more involved with club activities which include obsessing over their favorite anime, reading doujinshi, and attending conventions. There, he meets other interesting people like Kousaka's vehemently non-otaku girlfriend Saki Kasukabe, who strives to turn her boyfriend into a ""normal guy."" While Saki struggles to understand otaku culture and her boyfriend's love for it, Sasahara finds himself enjoying his time at Genshiken, gradually shedding any denial he once had about being an otaku and immersing himself in an otaku lifestyle.",TV,12,"Oct 10, 2004 to Dec 26, 2004",Fall 2004,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1136.0,976,150618,1330,5448,78639,4887,4546
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",Girls Bravo,GIRLSブラボー first season,"Small for his age, Yukinari has been bullied and abused by girls all his life. Now in high school, he has developed a rare condition: whenever girls touch him, or even come close, he breaks out in hives. Imagine his surprise, when he is suddenly transported to the city of Seiren on a mystic world invisibly orbiting the Earth, and populated with vast numbers of women and very few men. Fortunately, he has a new friend, Miharu-chan, whose touch inexplicably doesn't affect him. (Source: ANN)",TV,11,"Jul 5, 2004 to Sep 27, 2004",Summer 2004,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack","Funimation, Geneon Entertainment USA",AIC Spirits,Manga,23 min. per ep.,R+ - Mild Nudity,6170.0,1194,123337,329,4987,82265,4061,7118
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",The Gokusen,ごくせん,"Kumiko Yamaguchi is smart, enthusiastic, and ready to start her dream job as a math teacher at Shirokin Academy. But as her first day opens on atrocious students and cowering teachers, Kumiko realizes that the all-boys high school is a cesspool of delinquents with no intention of improving themselves. However, what her rowdy students don't know is that behind her dorky facade, Kumiko is the acting head of a powerful yakuza clan, and she has the skills to prove it! Capable of overpowering even the strongest of gangsters in seconds, Kumiko must keep her incredible strength and criminal influence a secret in order to keep her job. Unfortunately, with the vice principal constantly trying to get her fired and Shin Sawada, the leader of her class of delinquents, suspecting she's stronger than she lets on, Kumiko has a difficult teaching career ahead of her.",TV,13,"Jan 6, 2004 to Mar 30, 2004",Winter 2004,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),1822.0,2742,34951,210,1147,22258,1005,1006
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",Gravitation,グラビテーション,"ll Shuichi ever dreamed about was following in the footsteps of his pop idol, Ryuichi Sakuma and the band Nittle Grasper. Together with his best friend Hiro, Shuichi's formed a band called Bad Luck and they've even managed to get signed to a major recording label! Unfortunately, the studio deadlines are looming and Shuichi still hasn't finished the lyrics for any of the songs. What he needs is a little inspiration... but he's been running a little low in that department lately. While Hiro recommends finding a girlfriend, fate has other things in store for him... Walking through the park late one night, Shuichi's latest lyrics flutter away and land at the feet of a stunning stranger that takes his breath away. Unfortunately, that mysterious stranger happens to be the famous novelist Eiri Yuki, who completely crushes the young singer by telling him he has ""zero talent"". Now, Shuichi's so annoyed that he's managed to finish his song just so he can find and confront Yuki once again. But, are his actions really motivated by anger, or has he actually fallen in love? (Source: RightStuf)",TV,13,"Oct 4, 2000 to Jan 10, 2001",Fall 2000,Aniplex,Nozomi Entertainment,Studio Deen,Manga,22 min. per ep.,PG-13 - Teens 13 or older,3562.0,1391,100585,1322,2643,74479,2326,5043
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",Agatha Christie's Great Detectives Poirot and Marple,アガサ・クリスティーの名探偵ポワロとマープル,"Young Mabel West is the daughter of mystery writer Raymond West, who wants her to lead a normal life. Rebelling against this, Mabel wants to be a great detective, and sets out for London to become assistant to none other than Hercule Poirot, the great Belgian detective who resides there. She finally wins the reluctant approval of her father, and embarks on an exciting life of mystery and suspense—his only demand being that she occasionally spend some time with her great-aunt, Jane Marple, in the small village of St. Mary Mead.",TV,39,"Jul 4, 2004 to May 15, 2005",Summer 2004,Unknown,Unknown,OLM,Novel,25 min. per ep.,G - All Ages,4105.0,5915,6279,20,398,1983,503,607
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",Great Teacher Onizuka,グレート・ティーチャー・オニヅカ,"Twenty-two-year-old Eikichi Onizuka—ex-biker gang leader, conqueror of Shonan, and virgin—has a dream: to become the greatest high school teacher in all of Japan. This isn't because of a passion for teaching, but because he wants a loving teenage wife when he's old and gray. Still, for a perverted, greedy, and lazy delinquent, there is more to Onizuka than meets the eye. So when he lands a job as the homeroom teacher of the Class 3-4 at the prestigious Holy Forest Academy—despite suplexing the Vice Principal—all of his talents are put to the test, as this class is particularly infamous. Due to their utter contempt for all teachers, the class' students use psychological warfare to mentally break any new homeroom teacher they get, forcing them to quit and leave school. However, Onizuka isn't your average teacher, and he's ready for any challenge in his way. Bullying, suicide, and sexual harassment are just a few of the issues his students face daily. By tackling the roots of their problems, Onizuka supports them with his unpredictable and unconventional methods—even if it means jumping off a building to save a suicidal child. Thanks to his eccentric charm and fun-loving nature, Class 3-4 slowly learns just how enjoyable school can be when you're the pupils of the Great Teacher Onizuka.",TV,43,"Jun 30, 1999 to Sep 17, 2000",Summer 1999,"Aniplex, Fuji TV","Discotek Media, Tokyopop",Studio Pierrot,Manga,25 min. per ep.,R - 17+ (violence & profanity),44.0,184,589324,20870,44940,334925,32815,18032
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",Rave Master,レイヴ,"Fifty years ago, malevolent stones known as Dark Brings brought about the ""Overdrive,"" a calamitous event that destroyed one-tenth of the world. In the present day, the nefarious organization Demon Card seeks the Dark Brings' power for their all but innocent intentions. Haru Glory, a sword-wielding silver-haired teenager, inherits the title of Rave Master: the person who wields the power of the legendary Rave Stones, artifacts capable of destroying the Dark Brings. However, the many Rave Stones were scattered across the globe as a result of the Overdrive, allowing Demon Card to continue their malpractices. Groove Adventure Rave follows Haru, his strange dog Plue, the fiery blonde Ellie, and the infamous thief Musica, as they embark on a great journey that will take them around the vast world, searching for the Rave Stones that will finally end Demon Card's injustice.",TV,51,"Oct 13, 2001 to Sep 28, 2002",Fall 2001,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2474.0,1600,84354,381,5072,40997,6578,6987
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",Haruka:Beyond the Stream of Time – A Tale of the Eight Guardians,遙かなる時空の中で〜八葉抄〜,"kane Motomiya and her friends Tenma and Shimon are pulled by a demon into another world, where Akane becomes the Priestess of the Dragon God. The people of this world tell her that she is the only one who can stop the demons from taking over; meanwhile, the demons want to use her power for their own ends. Luckily, Akane has the Hachiyou, eight men with powers of their own who are sworn to protect the Dragon Priestess. (Source: ANN)",TV,26,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Unknown,Bandai Visual USA,Yumeta Company,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,3462.0,3581,20801,123,1424,8301,1220,1248
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",Strawberry 100%,いちご100%,"One day, Manaka Junpei walks to the roof of his school and encounters a beautiful girl falling down from above him and accidentally exposing her strawberry panties. The embarrassed girl runs away before Junpei can find out whom she is. He wishes to become a filmmaker, and this whole experience seemed like it would make the perfect scene in a movie. And so he goes on a search for the girl with the strawberry panties in order to reenact it all on film. But he will soon discover that finding that one girl will not be that easy... (Source: ANN)",TV,12,"Apr 6, 2005 to Jun 22, 2005",Spring 2005,Shueisha,Unknown,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4993.0,1440,96555,262,3160,63592,2608,4370
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",InuYasha,犬夜叉,"Based on the Shogakukan award-winning manga of the same name, InuYasha follows Kagome Higurashi, a fifteen-year-old girl whose normal life ends when a demon drags her into a cursed well on the grounds of her family's Shinto shrine. Instead of hitting the bottom of the well, Kagome ends up 500 years in the past during Japan's violent Sengoku period with the demon's true target, a wish-granting jewel called the Shikon Jewel, reborn inside of her. After a battle with a revived demon accidentally causes the sacred jewel to shatter, Kagome enlists the help of a young hybrid dog-demon/human named Inuyasha to help her collect the shards and prevent them from falling into the wrong hands. Joining Kagome and Inuyasha on their quest are the orphan fox-demon Shippo, the intelligent monk Miroku, and the lethal demon slayer Sango. Together, they must set aside their differences and work together to find the power granting shards spread across feudal Japan and deal with the threats that arise.",TV,167,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,"Yomiuri Telecasting, Shogakukan",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,740.0,187,588434,17186,58693,317986,54480,47273
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",Zatch Bell!,金色のガッシュベル!!,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Gash Bell to take care of. Little does he know that Gash is embroiled into an intense fight to see who is the ruler of the demon world. All of the demons have to pick a master on Earth and duke it out with other demons until one survives. Needless to say, Kiyomaro becomes Gash's master, and through their many battles, Kiyomaro learns the importance of friendship and courage.",TV,150,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,"Yomiko Advertising, Fuji TV","VIZ Media, Flatiron Film Company",Toei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1434.0,1417,97615,1143,7577,49331,10474,11073
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",King From Now On!,今日からマ王！,"Kyou kara Maou! revolves around Yuri Shibuya, your average Japanese teenager. One day, Yuri sees a classmate being harassed by bullies. Thanks to this intervention, his friend is able to escape, but unfortunately Yuri becomes the new target of the bullies in the process and gets his head shoved into a toilet. But instead of water, the toilet contains a swirling portal that sucks him into another world, largely resembling medieval Europe. There, he is told that he will become the next Demon King due to his black hair and black eyes, traits only possessed by the demon's royal lineage. Yuri's arrival is met with some skepticism by some of the demons, who view him as unworthy to be their king. However, after Yuri wins a duel by utilizing his magical powers, the demons slowly begin to acknowledge him as their monarch. Yuri must now learn what it takes be a true Demon King, as he tries to keep the peace between demons and humans in this strange new realm.",TV,78,"Apr 3, 2004 to Feb 25, 2006",Spring 2004,NHK,Discotek Media,Studio Deen,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,1032.0,1513,91225,1475,8890,37433,9055,8528
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",Unknown,マドラックス,"In the country of Gazth-Sonika, civil war rages. There, a mercenary called Madlax plies her trade, with almost supernatural skill. In the seemingly peaceful country of Nafrece, Margaret Burton lives a tranquil life. As separate as their lives may seem, the two are connected by ties of mystery, and by a holy book that is also sought by the shadowy organisation, Enfant. As Margaret and Madlax follow the path of their destiny, they come ever closer to uncovering the truth - with no guarantee that it is a truth they can bear to learn. (Source: ANN)",TV,26,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,Victor Entertainment,ADV Films,Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,3366.0,2720,35303,149,1625,14233,1850,1998
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",Haré+Guu,ジャングルはいつもハレのちグゥ,"Haré was a happy boy living out his days in the jungle with his mother, but then one day Guu showed up and became a member of their household. Throughout the series he faces many hardships as he tries to keep Guu out of trouble in the jungle. (Source: ANN)",TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,"Bandai Visual, Sotsu",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,757.0,2987,29653,397,1349,14766,2043,1893
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",Haré+Guu Deluxe,ジャングルはいつもハレのちグゥ　デラックス,"fter the events in the city, Haré and family come back to the Jungle. But it is never calm for Haré as he first must deal with an unstable substitute teacher, then with some big news: Weda is pregnant. The answer to how and who will change his family forever. Poor Haré, now has to deal with a father in addition to his drunk mother and Guu, and soon a sibling too. (Source: ANN)",OVA,6,"Aug 25, 2002 to Jan 25, 2003",Unknown,Bandai Visual,Funimation,Shin-Ei Animation,Manga,26 min. per ep.,PG-13 - Teens 13 or older,780.0,4696,11181,25,208,8508,223,187
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",Unknown,ジャングルはいつもハレのちグゥ　ＦＩＮＡＬ,"Haré's family receives a video letter from Weda's home in the city. Witnessing how sad and lonely Weda's mother and Bel are without her, Weda decides to take Haré and Guu back to the city for a while. After Haré complains about being bored and lonely without his friends in the jungle (as part of his plot to persuade his mother to take him back), Weda decides to send him to a private school in the city, where he instanly falls in love with a pretty girl named Rita. But, of course, Guu wants part of the action too. (Source: ANN)",OVA,7,"Dec 21, 2003 to Jun 25, 2004",Unknown,Bandai Visual,Unknown,Shin-Ei Animation,Manga,26 min. per ep.,PG-13 - Teens 13 or older,1162.0,5078,9171,14,156,6910,186,131
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",Voices of a Distant Star,ほしのこえ,"It is the year 2046, Noboru Terao and Mikako Nagamine are close friends who will soon be graduating junior high school. But after an alien attack on humanity, Mikako is selected for the UN military space expedition set to retaliate against the aliens. Separated, Noboru and Mikako attempt to keep in touch by sending emails to each other with their cell phones. Yet as the expedition journeys farther from Earth, the time it takes for them to transmit and receive each other's messages increases substantially. Hoshi no Koe revolves around the relationship between this couple as they try to stay connected despite the growing distance between them.",OVA,1,"Feb 2, 2002",Unknown,Unknown,ADV Films,CoMix Wave Films,Original,25 min.,PG-13 - Teens 13 or older,2682.0,1122,130748,551,2158,86683,978,635
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",Ikki Tousen,一騎当千,"In Ikkitousen , the Kanto region of Japan is locked in the middle of a turf war between seven different high schools. Among the students of these schools are a select few who are in possession of sacred beads. These magatama harbor the souls of warriors who fought during the Three Kingdoms Era of Chinese history. Not only are these students blessed with abilities that draw from the souls they are tied to, but they are also blessed, or maybe cursed, with the fates of these warriors from the past. One of these students is Hakufu Sonsaku; a young, caring, dim-witted girl who has recently transferred into Nanyo Academy and will be living with her cousin, Koukin Shuyu. Hakufu’s arrival creates an almost immediate sense of tension due to her power as a fighter and the possibility that she may be the one who carries the spirit of the Chinese warlord, Sun Ce. The most powerful fighters at Nanyo, known as “The Big Four” are shaken by her presence and determined to stop Hakufu from achieving the goal given to her by her mother: to conquer those who challenge her and unite the seven schools.",TV,13,"Jul 30, 2003 to Oct 22, 2003",Summer 2003,"Genco, Cosmic Ray, Eye Move, Bushiroad","Funimation, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,R+ - Mild Nudity,6153.0,1118,131435,439,5981,78151,4465,8534
258,Hitsuji no Uta,6.23,"Horror, Drama, Vampire",Unknown,羊のうた,"Kazuna's family has a history of suffering from a disease that creates an uncontrollable vampire-like thirst for blood. Knowing none of this, Kazuna was sent to live with the Eda couple as a child. As the sickness begins to show signs of being present within himself, he comes into contact with his older sister, Chizuna, who has been suffering from it since early childhood. Knowing that the sickness incurs a heavy weight upon those that suffer from it, Chizuna tries to ease her brother's burden, to help him learn to control his urges, but... (Source: ANN)",OVA,4,"May 25, 2003 to Feb 25, 2004",Unknown,"Group TAC, KENMedia",Unknown,Madhouse,Manga,30 min. per ep.,R - 17+ (violence & profanity),7217.0,4165,14923,38,445,7283,379,505
259,Happy☆Lesson,6.64,"Comedy, Harem, Romance, School",Unknown,HAPPY☆LESSON,"One guy. Five girls. One roof. It's a recycled idea, but it never gets old. Happy Lesson is a kinetic take on an old genre. Chitose shares his house with five ladies. One might think the continued attention of this many girls would be a good thing, but too much attention can prove to be painful. Did I mention they're also instructors at his school (hence the title)? Not only is he the subject of their abuse at home, but at school as well. Even when things finally calm down at night, all the rooms are taken so Chitose must sleep on the couch. (Source: AniDB)",OVA,5,"Jul 19, 2001 to May 23, 2003",Unknown,KSS,Unknown,Studio Hibari,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,5198.0,4844,10264,18,375,6071,316,346
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",Unknown,HAPPY☆LESSON,"Hitotose Chitose was always alone and untrusting of people but when 5 female teachers appear and started living together with him in his family's house as his mothers, things started to change and pick up, together with Hazuki-nee and Minazuki (his 2 sisters) everyday is a lesson. (Source: ANN)",TV,13,"Apr 1, 2002 to Jun 30, 2002",Spring 2002,KSS,ADV Films,Studio Hibari,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5048.0,3355,23699,30,1018,14637,813,1172
261,Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",Unknown,HAPPY☆LESSON ADVANCE,Hitotose Chitose is now living together with his 5 teachers as his mothers when a mysterious girl appears and becomes their neighbor which turns out that that person is Nagatsuki Kuron who wants Mu-chan to be her mother so another sibling rivalry ensues as to who would end up as Mu-chan's child. (Source: ANN),TV,13,"Jul 3, 2003 to Sep 28, 2003",Summer 2003,"KSS, Studio Jack",Unknown,Studio Hibari,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4278.0,4410,13015,8,439,8507,343,330
262,Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",Unknown,HAPPY☆LESSON THE FINAL,"hen Mitsuki learns that the highschool is going to destroy the old school building, she is saddened at the thought of so many memories being erased. Chitose and the rest of the moms spring into action to stop the demolition. During their efforts, Fumitsuki, Chitose, and Mitsuki finally realize their true feelings. (Source: ANN)",OVA,3,"May 25, 2004 to Oct 22, 2004",Unknown,KSS,Unknown,Studio Hibari,Manga,30 min. per ep.,PG-13 - Teens 13 or older,4327.0,5270,8369,5,195,5757,137,117
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",Fighting Spirit,はじめの一歩 THE FIGHTING!,"akunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon it. One day, in the midst of yet another bullying, Ippo is saved by Takamura Mamoru, who happens to be a boxer. Ippo faints from his injuries and is brought to the Kamogawa boxing gym to recover. As he regains consciousness, he is awed and amazed at his new surroundings in the gym, though lacks confidence to attempt anything. Takamura places a photo of Ippo's classmate on a punching bag and forces him to punch it. It is only then that Ippo feels something stir inside him and eventually asks Takamura to train him in boxing. Thinking that Ippo does not have what it takes, Takamura gives him a task deemed impossible and gives him a one week time limit. With a sudden desire to get stronger, for himself and his hard working mother, Ippo trains relentlessly to accomplish the task within the time limit. Thus Ippo's journey to the top of the boxing world begins.",TV,75,"Oct 4, 2000 to Mar 27, 2002",Fall 2000,VAP,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,32.0,345,383603,15543,30922,221671,19458,9660
264,Hajime no Ippo: Champion Road,8.29,"Comedy, Shounen, Sports",Fighting Spirit:Champion Road,はじめの一歩 -Champion Road-,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan. Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.",Special,1,"Apr 18, 2003",Unknown,Unknown,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,1 hr. 30 min.,PG-13 - Teens 13 or older,228.0,1418,97346,220,1565,82189,502,379
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,"Comedy, Sports, Shounen",Unknown,はじめの一歩 間柴vs木村 死刑執行,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing. But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?",OVA,1,"Sep 5, 2003",Unknown,Unknown,Discotek Media,Madhouse,Manga,1 hr. 1 min.,PG-13 - Teens 13 or older,278.0,1702,78073,155,1004,66274,389,300
